Name  1900  1910  1920  1930  1940  1950  1960  1970  1980  1990  2000  2010  
Karly  0  0  0  0  0  0  0  0  0  0  620  861  
Karol  0  0  0  0  834  548  633  806  0  0  0  0  
Karolyn  0  0  0  0  937  690  0  0  0  0  0  0  
Karon  0  0  0  0  0  543  679  963  0  0  0  0  
Karren  0  0  0  0  0  989  0  0  0  0  0  0  
Karri  0  0  0  0  0  0  0  959  859  0  0  0  
Karrie  0  0  0  0  0  0  0  662  485  967  0  0  
Karyn  0  0  0  0  0  764  707  460  530  0  0  0  
Kasandra  0  0  0  0  0  0  0  0  0  891  679  0  
Kasey  0  0  0  0  0  0  0  0  502  257  261  596  
Kasie  0  0  0  0  0  0  0  0  0  996  0  0  
Kassandra  0  0  0  0  0  0  0  0  0  477  198  392  
Kassidy  0  0  0  0  0  0  0  0  0  0  458  418  
Kassie  0  0  0  0  0  0  0  0  0  747  999  0  
Katarina  0  0  0  0  0  0  0  0  0  0  618  0  
Kate  153  230  338  516  707  806  847  696  353  209  296  169  
Katelin  0  0  0  0  0  0  0  0  0  818  593  0  
Katelyn  0  0  0  0  0  0  0  0  0  154  60  66  
Katelynn  0  0  0  0  0  0  0  0  0  759  238  274  
Katerina  0  0  0  0  0  0  0  0  0  0  941  0  
Kathaleen  0  0  0  0  0  891  0  0  0  0  0  0  
Katharine  241  303  328  440  509  452  481  548  482  313  508  952  
Katherine  65  61  52  64  101  71  67  75  49  30  30  37  
Katheryn  666  651  527  600  734  695  751  986  0  962  0  0  
Kathi  0  0  0  0  0  844  394  585  0  0  0  0  
Kathie  0  0  0  0  0  388  334  665  0  0  0  0  
Kathleen  188  149  102  83  59  16  15  36  75  76  146  351  
Kathlyn  0  0  802  0  0  927  0  0  0  0  0  0  
Kathrine  639  715  655  700  804  766  619  767  827  781  0  0  
Kathryn  91  82  62  86  110  61  56  90  82  51  79  136  
Kathryne  787  799  711  907  0  0  0  0  0  0  0  0  
Kathy  0  0  0  0  487  72  21  47  147  372  579  905  
Kati  0  0  0  0  0  0  0  0  0  794  0  0  
Katie  100  120  181  210  243  300  395  420  133  41  73  114  
Katina  0  0  0  0  0  0  0  0  309  0  0  0  
Katlin  0  0  0  0  0  0  0  0  0  0  697  0  
Katlyn  0  0  0  0  0  0  0  0  0  691  258  660  
Katlynn  0  0  0  0  0  0  0  0  0  0  935  0  
Katrina  0  0  0  0  0  872  440  233  118  104  177  377  
Kattie  654  605  797  820  875  0  0  0  0  0  0  0  
Katy  928  886  0  0  919  1000  995  877  595  392  687  0  
Kay  859  470  370  416  123  101  151  269  703  0  0  0  
Kaya  0  0  0  0  0  0  0  0  0  0  0  623  
Kaycee  0  0  0  0  0  0  0  0  0  0  903  0  
Kaydence  0  0  0  0  0  0  0  0  0  0  0  409  
Kaye  0  0  0  0  495  364  497  768  0  0  0  0  
Kayla  0  0  0  0  0  0  0  854  728  42  11  23  
Kaylah  0  0  0  0  0  0  0  0  0  0  0  915  
Kaylee  0  0  0  0  0  0  0  0  0  480  113  41  
Kayleigh  0  0  0  0  0  0  0  0  0  588  397  263  
Kaylen  0  0  0  0  0  0  0  0  0  0  0  874  
Kayley  0  0  0  0  0  0  0  0  0  0  757  773  
Kayli  0  0  0  0  0  0  0  0  0  0  862  919  
Kaylie  0  0  0  0  0  0  0  0  0  0  499  327  
Kaylin  0  0  0  0  0  0  0  0  0  0  512  414  
Kaylyn  0  0  0  0  0  0  0  0  0  0  585  681  
Kaylynn  0  0  0  0  0  0  0  0  0  0  826  639  
Kecia  0  0  0  0  0  0  0  791  0  0  0  0  
Keely  0  0  0  0  0  0  0  0  981  904  654  788  
Keesha  0  0  0  0  0  0  0  0  996  0  0  0  
Keira  0  0  0  0  0  0  0  0  0  0  0  205  
Keisha  0  0  0  0  0  0  0  891  274  365  685  0  
Keli  0  0  0  0  0  0  0  0  982  0  0  0  
Kelley  0  0  0  0  0  0  515  218  210  275  572  0  
Kelli  0  0  0  0  0  0  545  186  141  145  322  0  
Kellie  0  0  0  0  0  0  600  225  203  241  374  0  
Kelly  0  0  0  0  0  0  150  29  16  29  64  174  
Kelsea  0  0  0  0  0  0  0  0  0  0  688  0  
Kelsey  0  0  0  0  0  0  0  0  962  83  35  167  
Kelsi  0  0  0  0  0  0  0  0  0  855  519  0  
Kelsie  0  0  0  0  0  0  0  0  0  614  303  690  
Kendal  0  0  0  0  0  0  0  0  0  0  979  775  
Kendall  0  0  0  0  0  0  0  0  0  479  211  161  
Kendra  0  0  0  0  0  0  736  378  172  111  143  230  
Kenia  0  0  0  0  0  0  0  0  0  0  960  945  
Kenna  0  0  0  0  0  0  0  0  0  0  0  845  
Kennedi  0  0  0  0  0  0  0  0  0  0  0  598  
Kennedy  0  0  0  0  0  0  0  0  0  0  257  119  
Kenya  0  0  0  0  0  0  0  0  346  591  472  585  
Kenzie  0  0  0  0  0  0  0  0  0  0  874  549  
Keri  0  0  0  0  0  0  0  462  208  283  646  0  
Kerri  0  0  0  0  0  0  674  312  188  309  700  0  
Kerrie  0  0  0  0  0  0  0  672  551  0  0  0  
Kerry  0  0  0  0  0  568  332  240  180  340  712  0  
Kesha  0  0  0  0  0  0  0  0  607  0  0  0  
Keshia  0  0  0  0  0  0  0  0  0  653  0  0  
Keyla  0  0  0  0  0  0  0  0  0  0  0  850  
Khadijah  0  0  0  0  0  0  0  0  0  0  642  0  
Khloe  0  0  0  0  0  0  0  0  0  0  0  260  
Kia  0  0  0  0  0  0  0  0  789  771  926  0  
Kiana  0  0  0  0  0  0  0  0  0  983  249  399  
Kianna  0  0  0  0  0  0  0  0  0  0  720  842  
Kiara  0  0  0  0  0  0  0  0  0  441  170  192  
Kiera  0  0  0  0  0  0  0  0  0  906  459  364  
Kierra  0  0  0  0  0  0  0  0  0  921  360  609  
Kiersten  0  0  0  0  0  0  0  0  0  0  485  558  
Kiley  0  0  0  0  0  0  0  0  0  849  594  382  
Kim  0  0  0  0  0  638  65  48  170  572  0  0  
Kimberlee  0  0  0  0  0  0  579  438  494  666  0  0  
Kimberley  0  0  0  0  0  0  402  206  284  564  0  0  
Kimberli  0  0  0  0  0  0  0  934  0  0  0  0  
Kimberlie  0  0  0  0  0  0  0  975  0  0  0  0  
Kimberly  0  0  0  0  0  620  71  3  6  23  42  61  
Kimora  0  0  0  0  0  0  0  0  0  0  0  560  
Kinley  0  0  0  0  0  0  0  0  0  0  0  674  
Kinsey  0  0  0  0  0  0  0  0  0  0  954  989  
Kinsley  0  0  0  0  0  0  0  0  0  0  0  711  
Kira  0  0  0  0  0  0  0  0  876  406  348  270  
Kirsten  0  0  0  0  0  0  996  337  313  269  184  379  
Kirstin  0  0  0  0  0  0  0  0  926  809  729  0  
Kisha  0  0  0  0  0  0  0  0  486  0  0  0  
Kittie  497  820  0  0  0  0  0  0  0  0  0  0  
Kitty  523  612  707  686  603  510  572  892  0  0  0  0  
Kizzie  863  0  0  0  0  0  0  0  0  0  0  0  
Kizzy  0  0  0  0  0  0  0  0  767  0  0  0  
Kori  0  0  0  0  0  0  0  0  792  804  733  0  
Kortney  0  0  0  0  0  0  0  0  0  0  892  0  
Kourtney  0  0  0  0  0  0  0  0  0  645  491  946  
Kris  0  0  0  0  0  0  504  354  846  0  0  0  
Krista  0  0  0  0  0  0  630  295  144  131  209  634  
Kristal  0  0  0  0  0  0  0  0  570  518  0  0  
Kristan  0  0  0  0  0  0  0  0  0  824  0  0  
Kristen  0  0  0  0  0  858  517  167  62  38  69  303  
Kristi  0  0  0  0  0  914  360  189  108  177  521  0  
Kristie  0  0  0  0  0  0  556  347  168  322  760  0  
Kristin  0  0  0  0  0  554  400  135  68  45  132  561  
Kristina  0  0  0  0  0  728  498  215  93  63  128  369  
Kristine  0  0  0  0  0  319  238  146  153  208  455  0  
Kristy  0  0  0  0  0  0  478  298  100  150  479  0  
Kristyn  0  0  0  0  0  0  0  0  0  579  839  0  
Krysta  0  0  0  0  0  0  0  0  0  748  850  0  
Krystal  0  0  0  0  0  0  0  736  333  74  178  479  
Krysten  0  0  0  0  0  0  0  0  0  981  0  0  
Krystina  0  0  0  0  0  0  0  0  0  779  0  0  
Krystle  0  0  0  0  0  0  0  0  0  235  0  0  
Kya  0  0  0  0  0  0  0  0  0  0  0  936  
Kyla  0  0  0  0  0  0  0  0  825  509  321  209  
Kylee  0  0  0  0  0  0  0  0  0  661  278  160  
Kyleigh  0  0  0  0  0  0  0  0  0  0  865  362  
Kylie  0  0  0  0  0  0  0  0  888  362  127  57  
Kyra  0  0  0  0  0  0  0  0  0  714  280  220  
Lacey  0  0  0  0  0  0  0  0  514  135  227  428  
Laci  0  0  0  0  0  0  0  0  0  688  0  782  
Lacie  0  0  0  0  0  0  0  0  0  582  849  0  
Lacy  914  944  0  0  0  0  0  0  701  291  616  0  
Ladonna  0  0  0  853  519  497  461  413  512  757  0  0  
Laila  0  0  0  0  0  0  0  0  0  0  0  201  
Lainey  0  0  0  0  0  0  0  0  0  0  0  779  
Lakeisha  0  0  0  0  0  0  0  0  405  434  0  0  
Lakesha  0  0  0  0  0  0  0  0  460  657  0  0  
Lakeshia  0  0  0  0  0  0  0  0  780  782  0  0  
Lakisha  0  0  0  0  0  0  0  0  323  523  0  0  
Lala  888  0  0  0  0  0  0  0  0  0  0  0  
Lana  0  0  0  0  864  212  306  320  432  596  975  492  
Lanette  0  0  0  0  0  0  0  816  0  0  0  0  
Laney  0  0  0  0  0  0  0  0  0  0  0  556  
Laquita  0  0  0  0  0  0  0  0  872  798  0  0  
Lara  0  0  0  0  0  0  0  411  340  430  739  820  
Laraine  0  0  0  0  0  636  0  0  0  0  0  0  
Larissa  0  0  0  0  0  0  0  0  564  449  412  584  
Larue  0  964  719  678  756  0  0  0  0  0  0  0  
Lashanda  0  0  0  0  0  0  0  0  667  961  0  0  
Lashawn  0  0  0  0  0  0  0  780  555  0  0  0  
Lashonda  0  0  0  0  0  0  0  0  462  601  0  0  
Latanya  0  0  0  0  0  0  0  649  454  972  0  0  
Latarsha  0  0  0  0  0  0  0  0  995  0  0  0  
Latasha  0  0  0  0  0  0  0  0  204  201  798  0  
Latisha  0  0  0  0  0  0  0  0  318  344  812  0  
Latonia  0  0  0  0  0  0  0  814  655  0  0  0  
Latonya  0  0  0  0  0  0  0  470  234  447  0  0  
Latosha  0  0  0  0  0  0  0  0  544  727  0  0  
Latoya  0  0  0  0  0  0  0  0  192  102  802  0  
Latrice  0  0  0  0  0  0  0  0  563  589  0  0  
Latricia  0  0  0  0  0  0  0  982  755  0  0  0  
Laura  35  51  60  81  104  83  34  14  19  26  57  148  
Laureen  0  0  0  0  0  898  599  695  0  0  0  0  
Laurel  0  0  978  591  512  314  286  379  489  464  558  826  
Lauren  0  0  0  0  0  478  288  251  110  13  13  22  
Laurene  0  0  0  0  0  0  969  0  0  0  0  0  
Lauretta  400  425  451  539  615  746  908  0  0  0  0  0  
Laurette  0  0  996  0  0  0  0  0  0  0  0  0  
Lauri  0  0  0  0  0  0  522  423  809  0  0  0  
Laurie  0  0  0  0  768  289  80  61  132  335  0  0  
Laurine  0  0  909  0  0  0  0  0  0  0  0  0  
Lauryn  0  0  0  0  0  0  0  0  0  0  433  404  
Lavada  814  721  763  787  771  0  0  0  0  0  0  0  
Lavera  0  0  945  915  0  0  0  0  0  0  0  0  
Laverna  0  0  701  730  871  0  0  0  0  0  0  0  
Laverne  684  422  232  171  227  304  377  575  0  0  0  0  
Lavina  467  539  589  692  784  0  0  0  0  0  0  0  
Lavinia  524  674  795  893  0  0  0  0  0  0  0  0  
Lavon  0  931  754  624  618  894  0  0  0  0  0  0  
Lavonne  0  0  708  407  303  449  603  790  0  0  0  0  
Lawanda  0  0  0  0  840  971  841  638  456  0  0  0  
Layla  0  0  0  0  0  0  0  0  910  0  768  101  
Lea  688  784  805  900  844  757  528  448  467  532  629  647  
Leah  209  243  262  323  334  409  349  234  131  85  99  55  
Leandra  0  0  0  0  0  0  0  0  0  978  0  0  
Leann  0  0  0  0  0  850  469  386  479  521  853  0  
Leanna  877  0  0  0  961  795  870  729  672  525  543  727  
Leanne  0  0  0  0  0  718  462  348  421  418  691  0  
Leatha  488  509  618  741  809  0  0  0  0  0  0  0  
Leatrice  0  0  0  432  665  0  0  0  0  0  0  0  
Leda  696  811  0  0  0  0  0  0  0  0  0  0  
Leeann  0  0  0  0  0  0  782  563  681  681  0  0  
Leesa  0  0  0  0  0  0  877  917  0  0  0  0  
Leigh  0  0  0  0  0  854  422  264  226  321  811  0  
Leila  214  278  325  375  434  576  741  846  840  815  860  293  
Leilani  0  0  0  0  0  925  0  0  935  0  824  322  
Leisa  0  0  0  0  0  0  799  646  0  0  0  0  
Lela  116  141  208  239  295  426  620  872  0  0  0  0  
Lelah  540  831  0  0  0  0  0  0  0  0  0  0  
Lelia  218  286  368  422  518  676  953  0  0  0  0  0  
Lella  969  0  0  0  0  0  0  0  0  0  0  0  
Lena  51  62  82  124  190  272  380  429  445  489  553  471  
Lenna  557  826  951  0  0  0  0  0  0  0  0  0  
Lennie  435  483  665  867  0  0  0  0  0  0  0  0  
Lenora  265  270  266  267  296  380  427  541  946  0  0  0  
Lenore  373  341  329  322  346  424  560  761  0  0  0  0  
Leola  232  185  217  254  309  476  776  0  0  0  0  0  
Leona  97  74  78  112  155  243  389  521  782  0  0  0  
Leone  423  358  414  625  878  0  0  0  0  0  0  0  
Leonia  0  941  0  0  0  0  0  0  0  0  0  0  
Leonie  860  0  0  0  0  0  0  0  0  0  0  0  
Leonor  0  970  930  813  983  0  0  0  0  0  0  0  
Leonora  469  623  631  652  824  0  0  0  0  0  0  0  
Leonore  936  0  937  975  0  0  0  0  0  0  0  0  
Leontine  920  0  0  0  0  0  0  0  0  0  0  0  
Leora  386  385  412  478  602  909  0  0  0  0  0  0  
Leota  332  357  348  423  534  923  0  0  0  0  0  0  
Lera  896  739  853  0  0  0  0  0  0  0  0  0  
Lesa  0  0  0  0  0  0  526  388  931  0  0  0  
Lesia  0  0  0  0  0  0  0  724  0  0  0  0  
Leslee  0  0  0  0  0  0  989  0  0  0  0  0  
Lesley  0  0  0  0  0  614  529  397  315  390  520  743  
Lesli  0  0  0  0  0  0  0  960  0  0  0  0  
Leslie  579  620  695  638  530  157  98  70  69  84  116  113  
Lesly  0  0  0  0  0  0  0  0  0  0  673  431  
Lessie  271  261  321  405  500  705  0  0  0  0  0  0  
Leta  348  369  437  483  546  693  823  0  0  0  0  0  
Letha  253  246  287  350  443  596  756  878  0  0  0  0  
Leticia  0  0  0  0  0  0  442  311  255  317  436  817  
Letitia  554  771  831  977  874  857  885  601  661  0  0  0  
Lettie  276  343  496  581  685  928  0  0  0  0  0  0  
Lexi  0  0  0  0  0  0  0  0  0  0  619  329  
Lexie  926  862  965  0  0  0  0  0  0  0  735  537  
Lexus  0  0  0  0  0  0  0  0  0  0  628  0  
Leyla  0  0  0  0  0  0  0  0  0  0  0  943  
Lia  0  0  0  0  0  0  0  0  0  965  971  529  
Liana  0  0  0  0  0  0  0  0  0  907  822  686  
Libbie  637  856  0  0  0  0  0  0  0  0  0  0  
Libby  872  796  683  841  697  743  723  739  0  0  0  864  
Liberty  0  0  0  0  0  0  0  0  0  0  0  539  
Lida  354  493  652  835  972  0  0  0  0  0  0  0  
Liddie  716  919  0  0  0  0  0  0  0  0  0  0  
Lidia  0  0  0  0  979  0  0  0  0  0  0  0  
Lila  204  205  228  190  234  366  493  785  0  0  0  304  
Lilah  924  0  0  0  0  0  0  0  0  0  0  661  
Lilia  0  0  0  954  0  0  0  0  967  0  0  966  
Lilian  558  692  765  0  0  0  0  0  0  0  991  495  
Liliana  0  0  0  0  0  0  0  0  810  501  340  180  
Lilianna  0  0  0  0  0  0  0  0  0  0  0  920  
Lilla  417  550  809  942  0  0  0  0  0  0  0  0  
Lillian  13  13  15  27  71  127  203  288  419  412  223  46  
Lilliana  0  0  0  0  0  0  0  0  0  0  0  514  
Lillie  43  52  76  96  128  172  302  524  997  0  0  533  
Lilly  266  298  360  399  470  631  829  0  0  0  754  175  
Lily  286  325  330  347  456  665  828  0  0  659  237  36  
Lilyan  0  891  671  0  0  0  0  0  0  0  0  0  
Lilyana  0  0  0  0  0  0  0  0  0  0  0  830  
Lina  382  471  654  734  842  0  0  0  0  0  0  950  
Linda  295  336  354  311  44  2  2  9  77  137  239  459  
Lindsay  0  0  0  0  0  0  0  0  169  43  115  294  
Lindsey  0  0  0  0  0  0  0  0  227  39  78  177  
Lindy  0  0  0  0  0  0  889  0  849  973  0  0  
Linette  0  0  0  0  0  0  0  993  0  0  0  0  
Linnea  0  0  0  0  0  876  0  0  0  0  0  0  
Linnie  304  362  491  628  731  0  0  0  0  0  0  0  
Linsey  0  0  0  0  0  0  0  0  0  784  0  0  
Lisa  0  0  0  0  0  391  26  1  8  36  139  478  
Lise  0  0  0  0  0  0  933  0  0  0  0  0  
Lisette  0  0  0  0  0  0  0  955  842  950  913  0  
Lissette  0  0  0  0  0  0  0  0  889  914  0  0  
Lissie  949  980  0  0  0  0  0  0  0  0  0  0  
Lita  0  0  0  0  994  0  0  0  0  0  0  0  
Litzy  0  0  0  0  0  0  0  0  0  0  0  698  
Livia  0  0  0  0  0  0  0  0  0  0  0  999  
Liz  0  0  0  0  0  0  609  582  0  0  0  0  
Liza  599  756  0  0  0  0  0  572  468  664  0  0  
Lizabeth  0  0  0  0  0  0  848  0  0  0  0  0  
Lizbeth  0  0  0  0  0  0  0  0  0  0  470  249  
Lizeth  0  0  0  0  0  0  0  0  0  0  898  774  
Lizette  0  0  0  0  0  0  0  961  0  700  681  985  
Lizzie  96  135  224  275  341  459  770  0  0  0  0  0  
Lois  130  86  44  19  26  54  126  261  646  0  0  0  
Lola  112  108  139  160  186  267  397  608  887  0  0  346  
Lolita  0  904  0  934  872  986  0  609  0  0  0  0  
Lollie  939  0  0  0  0  0  0  0  0  0  0  0  
Loma  901  810  927  0  0  0  0  0  0  0  0  0  
Lona  331  350  478  629  607  706  943  0  0  0  0  0  
London  0  0  0  0  0  0  0  0  0  0  0  285  
Londyn  0  0  0  0  0  0  0  0  0  0  0  763  
Lonie  604  766  0  0  0  0  0  0  0  0  0  0  
Lonna  0  0  0  0  0  960  0  0  0  0  0  0  
Lora  216  265  318  371  388  420  331  229  332  538  0  0  
Loraine  567  421  340  334  463  541  648  880  0  0  0  0  
Lorelei  0  0  0  0  0  0  875  0  0  0  0  796  
Lorena  262  274  302  390  491  642  728  498  362  373  403  664  
Lorene  395  240  178  189  259  394  503  692  0  0  0  0  
Loretta  127  122  120  125  76  110  138  180  316  638  0  0  
Loretto  781  0  0  0  0  0  0  0  0  0  0  0  
Lori  0  0  0  0  0  845  58  16  39  159  564  0  
Loriann  0  0  0  0  0  0  0  769  0  0  0  0  
Lorie  0  0  0  0  0  0  438  275  443  0  0  0  
Lorinda  0  0  0  0  0  0  0  866  0  0  0  0  
Lorine  942  610  472  437  529  763  0  0  0  0  0  0  
Lorna  709  588  446  384  343  355  335  475  0  0  0  0  
Lorraine  388  244  101  51  73  95  128  181  356  531  955  0  
Lorri  0  0  0  0  0  0  591  472  0  0  0  0  
Lorrie  0  0  0  0  0  0  398  330  627  0  0  0  
Lottie  93  118  158  217  310  472  785  0  0  0  0  0  
Lou  244  302  347  328  270  346  294  611  0  0  0  0  
Louann  0  0  0  0  946  0  710  0  0  0  0  0  
Louella  351  378  417  427  438  561  998  0  0  0  0  0  
Louisa  250  351  448  536  620  711  817  913  0  0  0  0  
Louise  39  22  18  26  45  85  148  292  626  873  0  0  
Lourdes  0  0  0  0  0  0  759  561  718  898  953  0  
Louvenia  697  724  906  940  907  0  0  0  0  0  0  0  
Lovie  425  461  626  728  825  0  0  0  0  0  0  0  
Lovina  965  0  0  0  0  0  0  0  0  0  0  0  
Loyce  0  0  896  814  762  0  0  0  0  0  0  0  
Lu  0  0  0  0  0  0  652  0  0  0  0  0  
Luana  0  0  0  0  0  907  0  0  0  0  0  0  
Luann  0  0  0  0  996  846  295  516  0  0  0  0  
Luanne  0  0  0  0  995  839  439  718  0  0  0  0  
Lucero  0  0  0  0  0  0  0  0  0  0  806  0  
Lucia  486  503  528  523  521  567  581  629  645  577  588  359  
Luciana  0  0  0  0  0  0  0  0  0  0  0  998  
Lucie  602  767  826  0  0  0  0  0  0  0  0  0  
Lucile  163  131  146  222  407  721  0  0  0  0  0  0  
Lucille  88  47  29  41  91  138  248  489  0  0  0  744  
Lucinda  277  330  449  548  554  328  300  370  538  823  0  0  
Lucretia  542  645  743  775  722  719  850  839  904  0  0  0  
Lucy  58  68  83  103  144  189  226  323  511  469  409  154  
Ludie  491  527  813  0  0  0  0  0  0  0  0  0  
Lue  484  487  605  612  648  875  0  0  0  0  0  0  
Luella  183  174  212  241  330  581  0  0  0  0  0  0  
Luetta  966  0  0  976  0  0  0  0  0  0  0  0  
Luisa  997  945  0  937  0  0  0  0  0  0  0  0  
Lula  62  79  127  149  182  276  491  969  0  0  0  0  
Lular  929  0  0  0  0  0  0  0  0  0  0  0  
Lulu  171  297  479  693  888  0  0  0  0  0  0  0  
Luna  564  661  987  0  0  0  0  0  0  0  0  541  
Lupe  0  708  494  341  340  415  618  762  0  0  0  0  
Lura  300  353  463  569  720  935  0  0  0  0  0  0  
Lurline  0  932  877  0  0  0  0  0  0  0  0  0  
Lutie  798  0  0  0  0  0  0  0  0  0  0  0  
Luvenia  572  569  815  839  997  0  0  0  0  0  0  0  
Luz  0  0  0  912  0  0  681  518  492  578  591  622  
Lyda  384  492  646  806  0  0  0  0  0  0  0  0  
Lydia  89  125  172  213  245  228  211  268  317  230  173  127  
Lyla  972  0  922  779  876  0  0  0  0  0  0  390  
Lyn  0  0  0  0  0  643  589  801  0  0  0  0  
Lynda  0  0  0  0  345  109  168  226  496  808  0  0  
Lyndsay  0  0  0  0  0  0  0  0  0  574  0  0  
Lyndsey  0  0  0  0  0  0  0  0  0  379  552  0  
Lynette  0  0  0  0  703  350  264  247  350  581  0  0  
Lynn  0  0  910  735  283  96  66  76  179  381  915  0  
Lynne  0  0  0  0  359  170  158  221  583  0  0  0  
Lynnette  0  0  0  0  0  607  477  451  662  0  0  0  
Lynsey  0  0  0  0  0  0  0  0  0  800  0  0  
Lyric  0  0  0  0  0  0  0  0  0  0  924  571  
Mabel  20  32  64  120  218  396  742  0  0  0  0  0  
Mabell  989  0  0  0  0  0  0  0  0  0  0  0  
Mabelle  370  534  960  0  0  0  0  0  0  0  0  0  
Mable  136  121  142  166  231  342  592  0  0  0  0  0  
Macey  0  0  0  0  0  0  0  0  0  0  693  608  
Machelle  0  0  0  0  0  0  0  861  0  0  0  0  
Maci  0  0  0  0  0  0  0  0  0  0  996  559  
Macie  770  638  766  938  0  0  0  0  0  0  731  454  
Mackenzie  0  0  0  0  0  0  0  0  0  419  87  49  
Macy  0  0  0  0  0  0  0  0  0  0  354  245  
Madaline  864  736  714  852  0  0  0  0  0  0  0  0  
Madalyn  0  0  900  951  0  0  0  0  0  0  556  357  
Madalynn  0  0  0  0  0  0  0  0  0  0  0  733  
Maddison  0  0  0  0  0  0  0  0  0  0  614  401  
Madeleine  422  491  480  486  570  545  898  0  0  980  297  311  
Madeline  169  147  130  157  213  231  361  458  623  358  86  63  
Madelyn  723  525  394  411  520  504  712  0  0  0  254  96  
Madelynn  0  0  0  0  0  0  0  0  0  0  0  482  
Madge  252  251  298  377  550  922  0  0  0  0  0  0  
Madie  623  555  713  903  0  0  0  0  0  0  0  0  
Madilyn  0  0  0  0  0  0  0  0  0  0  0  415  
Madilynn  0  0  0  0  0  0  0  0  0  0  0  870  
Madisen  0  0  0  0  0  0  0  0  0  0  1000  0  
Madison  0  0  0  0  0  0  0  0  0  436  21  2  
Madisyn  0  0  0  0  0  0  0  0  0  0  928  394  
Madonna  0  0  814  675  580  622  709  902  0  0  0  0  
Madyson  0  0  0  0  0  0  0  0  0  0  901  426  
Mae  55  60  92  123  167  244  407  731  0  0  0  0  
Maegan  0  0  0  0  0  0  0  0  0  625  662  0  
Maeve  0  0  0  0  0  0  0  0  0  0  0  652  
Mafalda  0  0  897  922  0  0  0  0  0  0  0  0  
Magdalen  651  759  800  0  0  0  0  0  0  0  0  0  
Magdalena  473  613  786  738  815  899  851  833  875  951  835  907  
Magdalene  545  540  508  585  714  0  0  0  0  0  0  0  
Magen  0  0  0  0  0  0  0  0  0  985  0  0  
Maggie  67  89  150  186  249  329  500  687  510  311  244  198  
Magnolia  621  475  580  684  865  0  0  0  0  0  0  0  
Mahala  762  0  0  0  0  0  0  0  0  0  0  0  
Mai  0  0  0  0  0  0  0  0  0  928  0  0  
Maia  0  0  0  0  0  0  0  0  0  0  810  577  
Maida  990  0  0  0  0  0  0  0  0  0  0  0  
Maira  0  0  0  0  0  0  0  0  0  936  989  0  
Makaila  0  0  0  0  0  0  0  0  0  0  0  941  
Makayla  0  0  0  0  0  0  0  0  0  0  125  45  
Makena  0  0  0  0  0  0  0  0  0  0  0  863  
Makenna  0  0  0  0  0  0  0  0  0  0  525  227  
Makenzie  0  0  0  0  0  0  0  0  0  0  337  186  
Maleah  0  0  0  0  0  0  0  0  0  0  0  824  
Malia  0  0  0  0  0  0  0  0  0  0  741  360  
Malinda  367  450  641  872  886  634  551  504  483  764  0  0  
Malissa  689  868  0  0  0  0  0  820  629  933  0  0  
Maliyah  0  0  0  0  0  0  0  0  0  0  0  633  
Mallie  507  637  874  0  0  0  0  0  0  0  0  0  
Mallory  0  0  0  0  0  0  0  0  0  169  185  228  
Malvina  750  946  0  0  0  0  0  0  0  0  0  0  
Mamie  59  72  124  162  222  311  502  864  0  0  0  0  
Mammie  773  747  929  0  0  0  0  0  0  0  0  0  
Manda  675  840  0  0  0  0  0  0  0  0  0  0  
Mandi  0  0  0  0  0  0  0  0  478  546  0  0  
Mandy  392  458  696  812  0  0  0  723  155  233  773  0  
Manila  823  0  0  0  0  0  0  0  0  0  0  0  
Manuela  717  571  581  511  655  768  0  0  0  0  0  0  
Mara  0  0  0  0  0  0  807  705  639  670  609  708  
Maranda  0  0  0  0  0  0  0  0  837  602  559  0  
Marceline  0  0  0  688  0  0  0  0  0  0  0  0  
Marcella  328  234  176  170  229  285  342  393  504  686  918  0  
Marcelle  0  0  687  705  0  0  0  0  0  0  0  0  
Marci  0  0  0  0  0  0  771  474  441  797  0  0  
Marcia  535  554  419  291  141  90  108  202  304  597  0  0  
Marcie  0  0  0  0  0  0  610  519  417  780  0  0  
Marcy  0  0  0  0  0  734  443  392  366  788  0  0  
Mardell  0  0  0  995  952  0  0  0  0  0  0  0  
Margaret  4  3  4  5  8  15  23  53  101  94  104  145  
Margarete  0  0  898  0  0  0  0  0  0  0  0  0  
Margarett  998  975  801  718  757  824  0  0  0  0  0  0  
Margaretta  817  887  916  0  0  0  0  0  0  0  0  0  
Margarette  846  688  568  566  763  942  0  0  0  0  0  0  
Margarita  614  515  507  398  418  404  391  422  442  506  532  955  
Marge  0  960  804  837  817  944  0  0  0  0  0  0  
Margery  481  518  342  313  417  511  834  0  0  0  0  0  
Margie  263  215  196  106  107  139  228  342  698  0  0  0  
Margo  0  0  0  0  552  324  376  495  714  939  0  0  
Margot  0  0  0  0  639  754  928  997  0  0  0  0  
Margret  490  516  526  512  632  783  0  0  0  0  0  0  
Marguerite  82  88  85  134  205  251  328  553  0  0  0  0  
Margurite  0  0  972  0  0  0  0  0  0  0  0  0  
Mari  0  0  0  0  0  745  510  579  838  905  0  0  
Maria  152  142  140  115  122  82  72  46  35  49  44  47  
Mariah  606  817  0  0  0  0  0  0  759  512  68  95  
Mariam  0  0  932  991  0  0  0  0  0  0  852  662  
Marian  175  130  80  70  111  168  212  382  682  853  0  0  
Mariana  0  0  0  0  0  0  0  0  0  718  407  206  
