Name  1900  1910  1920  1930  1940  1950  1960  1970  1980  1990  2000  2010  
Jonathan  595  639  613  608  420  186  127  66  29  17  22  20  
Jonathon  0  0  0  0  0  0  650  463  254  137  168  349  
Jones  801  820  892  0  0  0  0  0  0  0  0  0  
Jonnie  840  761  884  955  970  0  0  0  0  0  0  0  
Jordan  582  721  867  685  712  793  666  558  289  55  27  41  
Jorden  0  0  0  0  0  0  0  0  0  0  842  734  
Jordon  0  0  0  0  0  0  0  0  0  515  421  678  
Jordy  0  0  0  0  0  0  0  0  0  0  0  888  
Jorge  0  0  0  0  923  591  395  278  164  130  113  129  
Jory  0  0  0  0  0  0  0  0  0  993  0  0  
Jose  154  132  151  122  136  132  109  85  51  48  35  32  
Josef  0  0  0  0  0  0  0  966  804  720  798  0  
Joseph  6  7  5  8  11  13  13  12  12  10  11  11  
Josh  418  541  910  0  0  0  903  677  383  565  805  767  
Joshua  339  448  516  595  604  581  487  291  22  4  4  3  
Josiah  683  947  0  0  0  0  0  0  771  391  245  112  
Josue  0  0  0  0  0  0  0  0  638  379  261  199  
Jovan  0  0  0  0  0  0  0  0  821  616  691  844  
Jovani  0  0  0  0  0  0  0  0  0  0  0  754  
Jovanni  0  0  0  0  0  0  0  0  0  0  0  863  
Jovanny  0  0  0  0  0  0  0  0  0  0  0  907  
Jovany  0  0  0  0  0  0  0  0  0  0  0  897  
Juan  235  194  241  190  200  168  160  131  64  64  49  58  
Judah  0  0  0  0  0  0  0  0  0  0  0  447  
Judd  0  0  0  0  0  0  0  928  780  0  0  0  
Jude  0  0  0  0  0  0  909  768  776  0  995  295  
Judge  446  537  823  936  0  0  0  0  0  0  0  0  
Judson  474  575  562  622  676  680  767  797  756  874  0  0  
Jule  815  0  0  0  0  0  0  0  0  0  0  0  
Jules  525  514  503  552  591  698  860  0  0  0  0  0  
Julian  232  215  189  204  244  282  343  353  284  187  121  67  
Julien  0  0  0  0  0  0  0  0  0  0  792  599  
Julio  0  884  674  523  560  545  457  375  278  241  224  269  
Julius  104  103  114  152  211  272  327  400  401  366  490  344  
Junior  832  570  309  131  191  338  497  646  856  836  760  658  
Junious  0  921  0  0  0  0  0  0  0  0  0  0  
Junius  380  427  514  562  803  949  0  0  0  0  0  0  
Justen  0  0  0  0  0  0  0  0  0  790  992  0  
Justice  0  0  0  0  0  0  0  0  0  0  438  406  
Justin  608  668  512  535  680  578  474  260  31  12  19  31  
Juston  0  0  0  0  0  0  0  0  0  989  0  0  
Justus  0  0  0  0  0  0  0  0  0  0  791  751  
Justyn  0  0  0  0  0  0  0  0  0  0  863  0  
Juwan  0  0  0  0  0  0  0  0  0  0  639  0  
Kade  0  0  0  0  0  0  0  0  0  0  603  402  
Kadeem  0  0  0  0  0  0  0  0  0  0  912  0  
Kaden  0  0  0  0  0  0  0  0  0  0  506  110  
Kadin  0  0  0  0  0  0  0  0  0  0  0  646  
Kaeden  0  0  0  0  0  0  0  0  0  0  0  795  
Kai  0  0  0  0  0  0  0  0  0  947  593  248  
Kaiden  0  0  0  0  0  0  0  0  0  0  0  250  
Kale  0  0  0  0  0  0  0  0  0  0  0  681  
Kaleb  0  0  0  0  0  0  0  0  0  500  192  118  
Kamari  0  0  0  0  0  0  0  0  0  0  0  675  
Kamden  0  0  0  0  0  0  0  0  0  0  0  776  
Kameron  0  0  0  0  0  0  0  0  0  699  339  272  
Kamron  0  0  0  0  0  0  0  0  0  0  966  713  
Kane  0  0  0  0  0  0  0  0  0  0  685  612  
Kareem  0  0  0  0  0  0  0  0  439  532  590  682  
Karl  220  220  190  224  178  179  154  155  218  253  417  774  
Karson  0  0  0  0  0  0  0  0  0  0  0  550  
Karter  0  0  0  0  0  0  0  0  0  0  0  771  
Kasen  0  0  0  0  0  0  0  0  0  0  0  889  
Kason  0  0  0  0  0  0  0  0  0  0  0  720  
Kayden  0  0  0  0  0  0  0  0  0  0  0  218  
Keagan  0  0  0  0  0  0  0  0  0  0  0  600  
Keanu  0  0  0  0  0  0  0  0  0  0  793  966  
Keaton  0  0  0  0  0  0  0  0  0  846  426  376  
Keegan  0  0  0  0  0  0  0  0  0  646  354  240  
Keenan  0  0  0  0  0  0  0  815  751  530  403  633  
Kegan  0  0  0  0  0  0  0  0  0  0  961  0  
Keith  728  397  219  145  123  95  41  34  48  65  140  284  
Kelby  0  0  0  0  0  0  0  0  0  0  974  0  
Kellan  0  0  0  0  0  0  0  0  0  0  0  860  
Kellen  0  0  0  0  0  0  0  0  0  517  761  511  
Kelton  0  0  0  0  0  0  0  0  0  0  892  929  
Kelvin  0  0  0  0  0  0  296  223  267  291  356  437  
Ken  0  0  0  0  407  289  249  232  605  839  0  0  
Kendrick  0  0  0  0  0  0  0  798  388  346  397  525  
Kenneth  116  50  28  18  14  16  15  21  35  49  72  127  
Kenney  0  0  0  0  0  0  985  0  0  0  0  0  
Kennith  0  0  0  779  485  485  525  593  893  0  0  0  
Kennth  0  0  0  0  0  0  0  961  0  0  0  0  
Kenny  0  0  0  0  458  283  230  228  365  353  434  508  
Kent  0  0  847  581  287  192  156  167  310  386  642  0  
Kenton  0  0  0  0  0  760  618  684  860  778  934  0  
Kenyatta  0  0  0  0  0  0  0  0  701  0  0  0  
Kenyon  0  0  0  0  0  0  0  0  762  0  0  808  
Keon  0  0  0  0  0  0  0  0  0  817  715  752  
Kermit  0  284  271  336  327  404  546  656  957  0  0  0  
Keshawn  0  0  0  0  0  0  0  0  0  0  802  733  
Kevan  0  0  0  0  0  0  915  0  0  0  0  0  
Keven  0  0  0  0  0  0  768  637  799  958  858  967  
Kevin  0  0  0  821  418  152  26  14  14  22  25  34  
Kevon  0  0  0  0  0  0  0  0  0  0  748  0  
Keyon  0  0  0  0  0  0  0  0  0  0  981  874  
Keyshawn  0  0  0  0  0  0  0  0  0  0  942  914  
Khalid  0  0  0  0  0  0  0  0  0  0  860  0  
Khalil  0  0  0  0  0  0  0  0  0  0  428  459  
Kian  0  0  0  0  0  0  0  0  0  0  0  696  
Kiel  0  0  0  0  0  0  0  0  0  724  0  0  
Kieran  0  0  0  0  0  0  0  0  0  0  684  549  
Kieth  0  0  0  0  0  0  0  929  0  0  0  0  
Killian  0  0  0  0  0  0  0  0  0  0  0  930  
King  393  410  574  641  682  718  912  0  0  0  0  783  
Kingston  0  0  0  0  0  0  0  0  0  0  0  434  
Kip  0  0  0  0  0  0  612  483  738  0  0  0  
Kipp  0  0  0  0  0  0  0  965  0  0  0  0  
Kirby  732  885  875  852  696  500  427  530  671  783  975  0  
Kirk  0  966  0  0  752  337  168  143  213  307  556  0  
Kirt  0  0  0  0  0  0  853  660  997  0  0  0  
Kit  0  0  0  0  0  0  893  0  0  0  0  0  
Kobe  0  0  0  0  0  0  0  0  0  0  525  353  
Koby  0  0  0  0  0  0  0  0  0  0  819  849  
Kody  0  0  0  0  0  0  0  0  0  457  282  475  
Kolby  0  0  0  0  0  0  0  0  0  0  636  537  
Kole  0  0  0  0  0  0  0  0  0  0  854  629  
Kolton  0  0  0  0  0  0  0  0  0  0  676  561  
Konner  0  0  0  0  0  0  0  0  0  0  0  831  
Konnor  0  0  0  0  0  0  0  0  0  0  0  894  
Korbin  0  0  0  0  0  0  0  0  0  0  0  737  
Korey  0  0  0  0  0  0  0  0  667  511  608  970  
Kory  0  0  0  0  0  0  0  734  498  414  544  0  
Kraig  0  0  0  0  0  0  810  576  788  895  0  0  
Krish  0  0  0  0  0  0  0  0  0  0  0  924  
Kristian  0  0  0  0  0  0  0  912  534  670  424  471  
Kristofer  0  0  0  0  0  0  0  0  576  531  689  0  
Kristoffer  0  0  0  0  0  0  0  0  713  854  0  0  
Kristopher  0  0  0  0  0  0  0  574  163  140  237  396  
Kurt  0  0  0  984  563  317  150  121  187  235  460  947  
Kurtis  0  0  0  0  0  0  646  491  509  380  532  0  
Kwame  0  0  0  0  0  0  0  0  0  997  0  0  
Kylan  0  0  0  0  0  0  0  0  0  0  0  785  
Kyle  937  888  806  708  624  563  280  165  78  27  24  63  
Kyler  0  0  0  0  0  0  0  0  0  887  357  281  
Ladarius  0  0  0  0  0  0  0  0  0  0  730  0  
Lafayette  532  719  812  921  857  979  0  0  0  0  0  0  
Lamar  679  573  470  410  371  414  456  475  380  335  552  717  
Lambert  742  959  690  833  0  0  0  0  0  0  0  0  
Lamont  0  0  0  0  0  549  512  416  294  499  657  942  
Lance  0  0  0  0  556  295  222  139  141  145  257  317  
Landen  0  0  0  0  0  0  0  0  0  0  0  247  
Landon  0  0  0  0  916  0  0  879  553  330  228  60  
Landyn  0  0  0  0  0  0  0  0  0  0  0  590  
Lane  0  0  0  0  823  636  520  511  687  633  340  309  
Lannie  0  0  0  0  0  930  0  0  0  0  0  0  
Lanny  0  0  0  0  523  344  482  724  0  0  0  0  
Laron  0  0  0  0  0  0  0  0  851  899  0  0  
Larry  319  243  275  174  23  11  19  37  57  102  205  339  
Lars  0  0  0  0  0  0  0  791  923  0  0  0  
Laurence  229  219  222  229  242  231  289  399  623  795  0  0  
Lavar  0  0  0  0  0  0  0  0  988  0  0  0  
Lavern  0  900  449  364  380  554  764  0  0  0  0  0  
Lawerence  995  922  821  763  720  693  775  0  0  0  0  0  
Lawrance  0  0  0  0  0  972  0  0  0  0  0  0  
Lawrence  44  36  37  37  37  30  44  71  107  147  244  394  
Lawson  562  589  700  825  907  928  0  0  0  0  0  715  
Lawyer  0  993  0  0  0  0  0  0  0  0  0  0  
Layne  0  0  0  0  0  0  739  779  0  0  845  662  
Layton  0  0  0  0  0  0  0  0  0  0  0  784  
Lazaro  0  0  0  0  0  0  0  0  983  900  0  0  
Leamon  0  982  972  939  930  0  0  0  0  0  0  0  
Leander  634  681  670  735  864  0  953  0  0  0  0  0  
Leandro  0  0  0  0  0  0  0  0  0  0  0  955  
Lee  47  48  85  86  80  92  101  112  133  150  332  592  
Leeroy  0  0  887  700  761  926  0  0  0  0  0  0  
Leif  0  0  0  0  0  0  0  777  768  865  0  0  
Leland  237  223  192  181  203  245  334  435  549  622  825  487  
Lem  545  861  0  0  0  0  0  0  0  0  0  0  
Lemon  811  907  0  0  0  0  0  0  0  0  0  0  
Lemuel  371  456  522  567  644  704  728  819  0  0  0  0  
Len  891  889  0  0  0  862  784  808  0  0  0  0  
Lenard  570  494  493  437  488  587  678  806  0  0  0  0  
Lenny  0  0  0  0  0  934  690  647  772  0  0  0  
Leo  45  44  47  54  92  146  185  254  344  412  464  252  
Leon  88  82  82  78  87  111  151  198  231  297  462  494  
Leonard  61  47  43  38  52  64  89  123  172  242  400  604  
Leonardo  0  0  0  991  979  894  773  632  502  487  333  188  
Leonel  0  0  0  0  0  0  0  930  777  643  569  491  
Leopold  892  890  802  949  0  0  0  0  0  0  0  0  
Leopoldo  0  0  0  993  0  0  0  0  980  0  0  0  
Leroy  73  56  59  51  58  89  141  186  260  358  573  893  
Les  0  0  0  0  0  910  758  780  0  0  0  0  
Lester  67  60  61  77  114  144  179  251  353  490  773  0  
Levar  0  0  0  0  0  0  0  0  817  0  0  0  
Levi  206  254  363  388  425  471  537  638  362  196  163  123  
Levy  640  762  995  0  0  0  0  0  0  0  0  0  
Lew  893  1000  0  0  0  0  0  0  0  0  0  0  
Lewis  56  65  71  80  99  117  170  225  279  342  496  657  
Liam  0  0  0  0  0  0  0  0  905  700  214  84  
Lige  502  781  0  0  0  0  0  0  0  0  0  0  
Lincoln  536  542  517  549  658  713  824  681  744  844  809  303  
Lindell  0  0  0  0  0  922  0  0  0  0  0  0  
Linus  0  0  952  0  0  0  0  0  0  0  0  0  
Linwood  615  505  471  445  443  420  504  676  965  0  0  0  
Lionel  449  428  362  328  321  357  393  445  516  497  873  0  
Llewellyn  819  923  826  915  0  0  0  0  0  0  0  0  
Lloyd  75  72  58  61  85  113  153  208  299  416  688  0  
Logan  519  698  685  815  896  963  0  0  595  164  54  21  
Lon  335  633  871  794  756  507  485  602  933  0  0  0  
Lonnie  130  138  193  197  172  145  159  184  238  392  647  0  
Lonny  0  0  0  0  0  647  598  590  854  0  0  0  
Lonzo  627  567  792  843  943  0  0  0  0  0  0  0  
Loran  997  916  850  864  873  892  0  0  0  0  0  0  
Loren  346  303  243  227  218  239  287  315  404  476  784  0  
Lorenza  0  0  0  0  0  931  943  0  0  0  0  0  
Lorenzo  342  352  432  408  374  376  331  325  336  298  301  311  
Lorin  0  0  855  886  965  806  932  888  0  0  0  0  
Lorne  0  0  0  0  0  0  0  626  0  0  0  0  
Louie  263  247  261  276  292  343  406  510  639  811  0  0  
Louis  21  23  23  29  44  61  83  107  144  159  222  315  
Lowell  394  301  211  192  154  221  345  447  711  955  0  0  
Loy  759  773  691  702  715  852  0  0  0  0  0  0  
Loyal  852  711  657  707  825  966  0  0  0  0  0  0  
Loyd  254  244  228  231  278  379  531  722  0  0  0  0  
Luca  0  0  0  0  0  0  0  0  0  0  0  358  
Lucas  874  0  0  0  0  0  0  785  198  115  101  56  
Lucian  503  611  571  666  883  985  0  0  0  0  0  857  
Luciano  0  0  0  0  0  0  0  0  0  0  999  740  
Lucien  609  596  515  544  734  761  0  0  0  0  0  0  
Lucious  526  543  776  831  876  883  995  0  0  0  0  0  
Lucius  338  358  495  599  683  742  873  0  0  0  0  0  
Ludwig  665  792  704  988  0  0  0  0  0  0  0  0  
Luis  603  436  475  315  338  311  225  173  106  80  58  59  
Luka  0  0  0  0  0  0  0  0  0  0  0  859  
Lukas  0  0  0  0  0  0  0  0  0  629  414  268  
Luke  267  290  431  469  527  547  468  383  186  111  77  49  
Lum  860  0  0  0  0  0  0  0  0  0  0  0  
Luther  72  86  116  135  169  209  298  403  521  664  0  0  
Lyle  285  232  159  155  164  201  254  352  486  570  960  0  
Lyman  343  407  422  452  536  624  843  0  0  0  0  0  
Lyndon  0  0  0  0  0  762  663  579  0  0  0  0  
Lynwood  0  0  0  985  688  714  883  0  0  0  0  0  
Mac  920  695  746  810  708  495  793  0  0  0  0  0  
Mack  115  143  218  238  252  264  369  489  643  828  0  0  
Madden  0  0  0  0  0  0  0  0  0  0  0  960  
Maddox  0  0  0  0  0  0  0  0  0  0  0  290  
Mahlon  760  793  687  716  779  888  0  0  0  0  0  0  
Major  282  341  459  512  574  595  715  908  0  0  0  0  
Makai  0  0  0  0  0  0  0  0  0  0  0  890  
Malachi  0  0  0  0  0  0  0  0  0  0  505  178  
Malakai  0  0  0  0  0  0  0  0  0  0  0  728  
Malaki  0  0  0  0  0  0  0  0  0  0  0  903  
Malcolm  306  264  227  218  224  265  315  358  424  357  291  516  
Malik  0  0  0  0  0  0  0  0  714  718  171  245  
Malvin  0  0  956  929  0  0  0  0  0  0  0  0  
Manley  841  972  913  0  0  0  0  0  0  0  0  0  
Mannie  880  0  0  0  0  0  0  0  0  0  0  0  
Manuel  150  122  125  115  134  157  178  178  149  138  147  176  
Marc  0  0  0  0  829  216  143  103  93  139  220  377  
Marcel  0  989  624  533  674  739  711  627  640  603  652  850  
Marcelino  0  0  0  0  0  0  0  978  1000  0  0  0  
Marcellus  861  774  862  976  0  0  0  926  954  0  0  0  
Marcelo  0  0  0  0  0  0  0  0  0  0  935  861  
Marco  0  0  0  0  0  941  634  382  253  239  184  203  
Marcos  0  0  0  0  0  842  697  506  354  301  246  255  
Marcus  272  293  321  331  364  342  237  170  73  63  86  119  
Margarito  0  0  0  789  850  870  0  0  0  0  0  0  
Mariano  0  0  947  906  999  0  0  0  955  0  988  0  
Mario  0  559  279  258  311  307  218  189  125  113  149  181  
Mark  157  195  207  210  176  44  9  6  21  35  53  120  
Markel  0  0  0  0  0  0  0  0  0  0  968  0  
Markell  0  0  0  0  0  0  0  0  0  0  993  0  
Markus  0  0  0  0  0  0  0  849  733  589  564  664  
Marlin  0  716  460  379  293  373  448  550  626  878  0  0  
Marlon  0  0  0  0  0  0  477  456  280  413  487  546  
Marques  0  0  0  0  0  0  0  0  845  593  804  902  
Marquez  0  0  0  0  0  0  0  0  0  0  765  0  
Marquis  0  0  0  0  0  0  0  0  608  347  320  535  
Marquise  0  0  0  0  0  0  0  0  0  755  479  806  
Marshall  161  176  164  180  187  174  224  281  287  268  327  391  
Martell  0  0  0  0  0  0  0  0  0  966  0  0  
Martez  0  0  0  0  0  0  0  0  0  988  0  0  
Martin  62  76  78  82  90  90  79  75  116  122  145  205  
Marty  0  0  0  0  0  569  247  215  345  665  0  0  
Marvin  144  94  66  50  49  83  105  125  175  218  296  366  
Masao  0  0  873  0  0  0  0  0  0  0  0  0  
Mason  451  512  520  575  669  703  805  748  523  319  107  39  
Mat  907  0  0  0  0  0  0  0  0  0  0  0  
Mateo  0  0  0  0  0  0  0  0  0  0  675  292  
Mathew  268  343  388  473  647  710  496  347  203  144  197  316  
Mathias  770  0  0  0  0  0  0  0  0  0  0  821  
Matias  0  0  0  0  0  0  0  0  0  0  0  851  
Matt  376  455  557  699  819  789  356  271  394  716  0  0  
Matteo  0  0  0  0  0  0  0  0  0  0  0  623  
Matthew  140  164  150  176  201  189  91  33  9  3  2  4  
Matthias  0  0  0  0  0  0  0  0  0  0  0  871  
Maurice  127  112  100  111  132  173  204  181  169  180  297  401  
Mauricio  0  0  0  0  0  0  0  882  705  614  493  381  
Maury  0  0  0  0  0  0  0  952  0  0  0  0  
Maverick  0  0  0  0  0  0  0  0  0  0  913  628  
Max  142  133  105  129  138  206  267  362  384  243  178  140  
Maxie  908  740  849  811  593  736  993  0  0  0  0  0  
Maxim  0  0  0  0  0  0  0  0  0  0  0  819  
Maximilian  0  0  0  0  0  0  0  0  0  910  602  496  
Maximiliano  0  0  0  0  0  0  0  0  0  0  0  571  
Maximillian  0  0  0  0  0  0  0  0  0  0  841  935  
Maximo  0  0  0  0  0  0  0  0  0  0  0  898  
Maximus  0  0  0  0  0  0  0  0  0  0  0  318  
Maxwell  557  452  456  584  735  817  877  932  800  303  151  137  
Maynard  441  372  297  300  315  452  673  938  0  0  0  0  
Mcarthur  0  0  0  0  0  645  0  0  0  0  0  0  
Mckinley  225  314  607  561  634  676  777  985  0  0  0  0  
Mekhi  0  0  0  0  0  0  0  0  0  0  0  433  
Mel  0  0  0  0  0  767  794  946  0  0  0  0  
Melton  884  845  868  797  744  787  979  0  0  0  0  0  
Melville  628  746  777  958  0  0  0  0  0  0  0  0  
Melvin  120  81  57  49  55  75  103  142  188  251  383  432  
Melvyn  0  0  0  0  460  566  0  0  0  0  0  0  
Memphis  0  0  0  0  0  0  0  0  0  0  0  827  
Menachem  0  0  0  0  0  0  0  0  0  0  0  996  
Merl  931  929  738  816  0  0  0  0  0  0  0  0  
Merle  279  237  184  184  219  320  449  643  900  0  0  0  
Merlin  0  606  385  311  324  453  613  829  0  0  0  0  
Merlyn  0  0  1000  677  568  897  0  0  0  0  0  0  
Merrill  419  380  340  347  365  459  638  889  0  0  0  0  
Merritt  506  673  622  658  794  873  0  0  0  0  0  0  
Merton  589  619  538  541  738  0  0  0  0  0  0  0  
Mervin  686  622  418  413  428  531  700  802  0  0  0  0  
Mervyn  0  0  0  0  953  0  0  0  0  0  0  0  
Merwin  0  0  0  940  0  0  0  0  0  0  0  0  
Messiah  0  0  0  0  0  0  0  0  0  0  0  845  
Meyer  694  416  393  655  0  0  0  0  0  0  0  0  
Micah  0  0  0  0  0  0  0  689  263  222  212  141  
Michael  53  46  44  52  31  7  1  1  1  1  1  2  
Michal  0  0  0  0  0  0  972  0  0  0  0  0  
Michale  0  0  0  0  0  0  954  951  987  0  0  0  
Micheal  583  497  437  514  457  161  90  110  115  154  247  411  
Michel  0  0  0  0  0  614  486  570  726  850  0  0  
Mickey  0  0  0  724  391  299  281  357  463  693  0  0  
Miguel  577  519  569  435  455  391  291  235  152  109  94  95  
Mike  183  157  131  169  166  86  70  53  252  479  582  703  
Mikel  0  0  0  0  0  956  611  730  746  754  843  0  
Milan  0  0  747  682  810  914  0  0  0  0  0  0  
Milburn  0  862  759  912  0  0  0  0  0  0  0  0  
Miles  265  324  387  396  445  435  424  476  536  329  277  194  
Milford  548  477  392  416  473  619  913  0  0  0  0  0  
Millard  238  248  252  291  347  442  622  852  0  0  0  0  
Miller  705  640  715  786  904  0  0  0  0  0  0  0  
Milo  400  425  408  477  551  695  806  0  0  0  0  608  
Milton  102  87  73  85  118  155  194  265  375  464  635  847  
Minor  755  924  0  0  0  0  0  0  0  0  0  0  
Misael  0  0  0  0  0  0  0  0  0  0  781  691  
Mitch  0  0  0  0  0  0  637  591  0  0  0  0  
Mitchel  902  872  856  971  0  737  539  628  888  647  597  0  
Mitchell  304  295  270  309  337  222  140  150  183  110  95  236  
Moe  0  930  0  0  0  0  0  0  0  0  0  0  
Mohamed  0  0  0  0  0  0  0  0  0  853  596  478  
Mohammad  0  0  0  0  0  0  0  0  0  677  530  596  
Mohammed  0  0  0  0  0  0  0  0  0  738  576  607  
Moises  0  0  0  0  0  0  0  787  569  495  388  360  
Monroe  226  234  288  325  379  472  674  868  0  0  0  0  
Monte  979  0  0  711  423  395  323  360  514  841  0  0  
Montgomery  0  0  0  0  0  0  0  992  0  0  0  0  
Monty  0  0  0  0  675  446  378  397  619  0  0  0  
Morris  132  99  97  132  162  194  257  349  503  654  0  0  
Mortimer  737  831  646  907  0  0  0  0  0  0  0  0  
Morton  465  472  284  273  335  682  0  0  0  0  0  0  
Mose  233  263  473  582  673  725  963  0  0  0  0  0  
Moses  195  209  281  305  336  386  450  561  467  504  529  488  
Moshe  0  0  0  0  0  0  0  0  879  712  705  615  
Muhammad  0  0  0  0  0  0  0  0  0  917  778  635  
Murl  0  0  914  977  0  0  0  0  0  0  0  0  
Murphy  699  651  764  777  811  867  983  0  0  0  0  0  
Murray  330  272  237  239  331  407  462  623  0  0  0  0  
Murry  766  842  768  799  975  0  0  0  0  0  0  0  
Mychal  0  0  0  0  0  0  0  0  0  945  0  0  
Myles  921  863  809  733  757  706  691  764  843  529  346  293  
Myron  303  292  221  215  214  273  294  348  425  558  790  0  
Najee  0  0  0  0  0  0  0  0  0  0  945  0  
Napoleon  396  449  577  626  689  779  782  853  0  0  0  0  
Nash  0  0  0  0  0  0  0  0  0  0  0  773  
Nasir  0  0  0  0  0  0  0  0  0  0  936  450  
Nat  578  747  851  0  0  0  0  0  0  0  0  0  
Nathan  135  139  143  211  250  259  220  175  45  40  38  26  
Nathanael  0  0  0  0  0  0  0  0  621  475  468  468  
Nathanial  0  0  0  0  0  0  0  0  805  640  598  762  
Nathaniel  201  162  183  186  184  182  207  237  127  81  69  68  
Nathen  0  0  0  0  0  0  0  0  0  0  0  880  
Neal  292  306  325  292  267  237  217  256  314  364  628  0  
Ned  316  354  343  344  334  387  473  651  964  0  0  0  
Nehemiah  0  0  0  0  0  0  0  0  0  0  973  430  
Neil  321  330  280  219  155  163  169  191  176  217  385  626  
Nels  459  775  891  0  0  0  0  0  0  0  0  0  
Nelson  160  182  186  202  195  214  239  270  291  302  369  462  
Nestor  0  0  0  0  0  0  0  0  936  713  670  938  
Newell  862  843  661  795  884  0  0  0  0  0  0  0  
Newman  895  0  979  0  0  0  0  0  0  0  0  0  
Newt  964  0  0  0  0  0  0  0  0  0  0  0  
Newton  301  401  429  506  605  729  975  0  0  0  0  0  
Nicholas  184  150  112  133  156  148  145  136  40  18  6  15  
Nicholaus  0  0  0  0  0  0  0  0  0  882  0  0  
Nick  315  246  188  205  257  284  295  284  371  560  769  884  
Nickolas  0  0  540  540  778  734  732  782  471  287  264  352  
Nicky  0  0  0  0  0  663  570  603  752  0  0  0  
Nico  0  0  0  0  0  0  0  0  0  0  757  679  
Nicolas  0  0  902  746  842  774  706  635  373  223  154  143  
Nigel  0  0  0  0  0  0  0  0  763  631  526  755  
Nikhil  0  0  0  0  0  0  0  0  0  0  0  881  
Niko  0  0  0  0  0  0  0  0  0  0  908  899  
Nikolai  0  0  0  0  0  0  0  0  0  0  0  977  
Nikolas  0  0  0  0  0  0  0  0  0  607  389  380  
Noah  207  258  372  401  459  519  624  596  303  202  56  19  
Noble  375  403  443  517  651  769  0  0  0  0  0  0  
Noe  0  0  0  0  0  948  751  712  601  538  498  469  
Noel  507  383  412  415  290  346  392  355  351  385  440  457  
Nolan  744  549  486  465  415  451  544  625  558  367  235  142  
Norbert  542  445  251  223  280  416  549  737  0  0  0  0  
Norberto  0  0  0  0  0  0  0  948  974  0  0  0  
Norman  93  75  49  40  43  69  108  145  235  349  578  959  
Normand  0  0  965  476  474  652  874  0  0  0  0  0  
Norris  537  435  397  369  353  423  464  613  864  0  0  0  
Norton  0  0  830  889  920  0  0  0  0  0  0  0  
Norval  0  897  800  838  958  0  0  0  0  0  0  0  
Norwood  0  0  815  801  905  0  0  0  0  0  0  0  
Nunzio  0  0  907  937  0  0  0  0  0  0  0  0  
Oakley  875  931  966  0  0  0  0  0  0  0  0  0  
Obie  605  586  696  823  836  957  0  0  0  0  0  0  
Octavio  0  0  0  0  0  0  0  0  797  759  727  730  
Odell  785  339  341  332  355  441  580  772  0  0  0  0  
Odie  553  607  852  0  0  0  0  0  0  0  0  0  
Odis  670  439  435  446  515  620  831  0  0  0  0  0  
Okey  896  948  0  0  0  0  0  0  0  0  0  0  
Olaf  629  696  791  0  0  0  0  0  0  0  0  0  
Olan  0  938  915  980  0  0  0  0  0  0  0  0  
Ole  516  782  0  0  0  0  0  0  0  0  0  0  
Olen  644  546  457  478  554  697  931  0  0  0  0  0  
Olin  405  415  447  494  492  688  882  0  0  0  0  0  
Oliver  91  107  126  150  199  249  344  437  413  421  367  164  
Omar  564  748  630  722  891  955  842  505  217  189  144  146  
Omari  0  0  0  0  0  0  0  0  0  0  0  647  
Omarion  0  0  0  0  0  0  0  0  0  0  0  699  
Omer  358  422  415  461  627  843  0  0  0  0  0  0  
Oneal  0  0  0  974  885  0  0  0  0  0  0  0  
Oral  596  682  669  863  0  0  0  0  0  0  0  0  
Oran  695  637  665  701  899  0  0  0  0  0  0  0  
Orange  953  0  0  0  0  0  0  0  0  0  0  0  
Oren  457  482  505  571  710  814  0  0  0  0  0  0  
Orie  833  973  0  0  0  0  0  0  0  0  0  0  
Orin  623  628  631  731  890  976  0  0  0  0  0  0  
Orion  947  0  0  0  0  0  0  0  0  0  737  543  
Oris  0  0  957  0  0  0  0  0  0  0  0  0  
Orland  0  0  877  891  0  0  0  0  0  0  0  0  
Orlando  648  662  454  484  576  597  432  316  286  278  378  389  
Orrin  630  849  640  802  921  945  0  0  0  0  0  0  
Orval  398  340  327  412  548  733  0  0  0  0  0  0  
Orvil  0  0  834  897  0  0  0  0  0  0  0  0  
Orville  180  149  130  162  220  339  508  736  0  0  0  0  
Oscar  37  61  86  107  146  176  214  239  192  171  126  124  
Osvaldo  0  0  0  0  0  0  0  0  785  756  559  512  
Oswald  654  603  597  749  0  0  0  0  0  0  0  0  
Oswaldo  0  0  0  0  0  0  0  0  0  0  0  803  
Otha  527  488  543  590  608  660  835  0  0  0  0  0  
Otho  460  451  595  754  948  0  0  0  0  0  0  0  
Otis  121  114  141  164  186  213  275  359  442  623  0  0  
Ottis  706  598  582  623  726  907  0  0  0  0  0  0  
Otto  82  127  172  243  320  467  614  746  0  0  0  0  
Owen  198  206  216  228  269  324  380  472  454  431  255  64  
Pablo  597  500  656  464  505  522  532  468  392  363  322  308  
Palmer  528  484  488  547  686  845  0  0  0  0  0  0  
Park  816  0  0  0  0  0  0  0  0  0  0  0  
Parker  554  663  708  778  830  871  0  0  996  488  180  109  
Parrish  0  0  0  0  0  0  0  810  0  0  0  0  
Pasquale  932  469  358  420  546  633  852  821  0  0  0  0  
Patrick  86  110  155  139  98  56  40  32  39  38  46  102  
Paul  20  19  13  13  15  17  17  20  28  44  73  139  
Paulo  0  0  0  0  0  0  0  0  989  0  0  0  
Paxton  0  0  0  0  0  0  0  0  0  0  0  552  
Pedro  344  283  379  282  297  314  310  290  226  203  194  230  
